"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","unique_id","Best_match_overall_score","Best_match_highertaxa"
"1","Betula lenta L.","1","329014","Betula lenta","1","species","L.","L.","1","L.","Betulaceae","Betula","Betula","1","lenta","lenta","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000334091","","Y","Accepted","Betula lenta","Betula lenta","L.","329014","species","https://www.worldfloraonline.org/taxon/wfo-0000334091","","Betulaceae","1","1","wfo","","1",true,true
"1","Betula lenta L.","0.8","329003","Betula lenta","1","species","L.","Du Roi","0","Du Roi","Betulaceae","Betula","Betula","1","lenta","lenta","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000334080","","Y","Synonym","Betula pubescens var. pubescens","Betula pubescens","","331132","variety","https://www.worldfloraonline.org/taxon/wfo-0000336212","","Betulaceae","2","2","wfo","","1",false,false
"2","Vaccinium angustifolium Aiton","1","417184","Vaccinium angustifolium","1","species","Aiton","Aiton","1","Aiton","Ericaceae","Vaccinium","Vaccinium","1","angustifolium","angustifolium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000422967","","Y","Accepted","Vaccinium angustifolium","Vaccinium angustifolium","Aiton","417184","species","https://www.worldfloraonline.org/taxon/wfo-0000422967","","Ericaceae","1","1","wfo","","2",true,true
"2","Vaccinium angustifolium Aiton","0.8","417185","Vaccinium angustifolium","1","species","Aiton","Benth.","0","Benth.","Ericaceae","Vaccinium","Vaccinium","1","angustifolium","angustifolium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000422968","","Y","Synonym","Vaccinium stenophyllum","Vaccinium stenophyllum","Steud.","416721","species","https://www.worldfloraonline.org/taxon/wfo-0000422502","","Ericaceae","2","2","wfo","","2",false,false
"3","Trientalis borealis Raf. ssp. borealis","0.96021221090168","1090934","Trientalis borealis fo.rm borealis","0.96021221090168","forma","","","","","Primulaceae","Trientalis","Trientalis","1","borealis","borealis","1","","","","fo.rm","borealis","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001105451","","Y","Synonym","Lysimachia borealis","Lysimachia borealis","(Raf.) U.Manns & Anderb.","736286","species","https://www.worldfloraonline.org/taxon/wfo-0000744187","","Primulaceae","1","1","wfo","","3",true,true
"3","Trientalis borealis Raf. ssp. borealis","0.96021221090168","1090932","Trientalis borealis var. borealis","0.96021221090168","variety","","","","","Primulaceae","Trientalis","Trientalis","1","borealis","borealis","1","","","","var.","borealis","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001105449","","Y","Synonym","Lysimachia borealis","Lysimachia borealis","(Raf.) U.Manns & Anderb.","736286","species","https://www.worldfloraonline.org/taxon/wfo-0000744187","","Primulaceae","2","2","wfo","","3",false,false
"4","Tsuga canadensis (L.) Carriere","0.97596","450324","Tsuga canadensis","1","species","(L.) Carriere","(L.) Carrière","0.8798","(L.) Carrière","Pinaceae","Tsuga","Tsuga","1","canadensis","canadensis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000456302","","Y","Accepted","Tsuga canadensis","Tsuga canadensis","(L.) Carrière","450324","species","https://www.worldfloraonline.org/taxon/wfo-0000456302","","Pinaceae","1","1","wfo","","4",true,true
"5","Aralia nudicaulis L.","1","253544","Aralia nudicaulis","1","species","L.","L.","1","L.","Araliaceae","Aralia","Aralia","1","nudicaulis","nudicaulis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000258460","","Y","Accepted","Aralia nudicaulis","Aralia nudicaulis","L.","253544","species","https://www.worldfloraonline.org/taxon/wfo-0000258460","","Araliaceae","1","1","wfo","","5",true,true
"5","Aralia nudicaulis L.","0.8","253535","Aralia nudicaulis","1","species","L.","Blume","0","Blume","Araliaceae","Aralia","Aralia","1","nudicaulis","nudicaulis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000258451","","Y","Synonym","Aralia cordata","Aralia cordata","Thunb.","251858","species","https://www.worldfloraonline.org/taxon/wfo-0000256758","","Araliaceae","2","2","wfo","","5",false,false
"6","Coptis trifolia (L.) Salisb.","0.90514","612855","Coptis trifolia","1","species","(L.) Salisb.","Salisb.","0.5257","Salisb.","Ranunculaceae","Coptis","Coptis","1","trifolia","trifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000619881","","Y","Accepted","Coptis trifolia","Coptis trifolia","Salisb.","612855","species","https://www.worldfloraonline.org/taxon/wfo-0000619881","","Ranunculaceae","1","1","wfo","","6",true,true
"7","Quercus rubra L.","1","288011","Quercus rubra","1","species","L.","L.","1","L.","Fagaceae","Quercus","Quercus","1","rubra","rubra","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000293006","","Y","Accepted","Quercus rubra","Quercus rubra","L.","288011","species","https://www.worldfloraonline.org/taxon/wfo-0000293006","","Fagaceae","1","1","wfo","","7",true,true
"8","Medeola virginiana L.","1","687528","Medeola virginiana","1","species","L.","L.","1","L.","Liliaceae","Medeola","Medeola","1","virginiana","virginiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000695055","","Y","Accepted","Medeola virginiana","Medeola virginiana","L.","687528","species","https://www.worldfloraonline.org/taxon/wfo-0000695055","","Liliaceae","1","1","wfo","","8",true,true
"9","Mitchella repens L.","1","239931","Mitchella repens","1","species","L.","L.","1","L.","Rubiaceae","Mitchella","Mitchella","1","repens","repens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000244794","","Y","Accepted","Mitchella repens","Mitchella repens","L.","239931","species","https://www.worldfloraonline.org/taxon/wfo-0000244794","","Rubiaceae","1","1","wfo","","9",true,true
"10","Trillium undulatum Willd.","1","741601","Trillium undulatum","1","species","Willd.","Willd.","1","Willd.","Melanthiaceae","Trillium","Trillium","1","undulatum","undulatum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000749535","","Y","Accepted","Trillium undulatum","Trillium undulatum","Willd.","741601","species","https://www.worldfloraonline.org/taxon/wfo-0000749535","","Melanthiaceae","1","1","wfo","","10",true,true
"11","Uvularia sessilifolia L.","1","743394","Uvularia sessilifolia","1","species","L.","L.","1","L.","Colchicaceae","Uvularia","Uvularia","1","sessilifolia","sessilifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000751338","","Y","Accepted","Uvularia sessilifolia","Uvularia sessilifolia","L.","743394","species","https://www.worldfloraonline.org/taxon/wfo-0000751338","","Colchicaceae","1","1","wfo","","11",true,true
"12","Acer rubrum L.","1","508558","Acer rubrum","1","species","L.","L.","1","L.","Sapindaceae","Acer","Acer","1","rubrum","rubrum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000514966","","Y","Accepted","Acer rubrum","Acer rubrum","L.","508558","species","https://www.worldfloraonline.org/taxon/wfo-0000514966","","Sapindaceae","1","1","wfo","","12",true,true
"13","Pinus resinosa Aiton","1","475678","Pinus resinosa","1","species","Aiton","Aiton","1","Aiton","Pinaceae","Pinus","Pinus","1","resinosa","resinosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000481843","","Y","Accepted","Pinus resinosa","Pinus resinosa","Aiton","475678","species","https://www.worldfloraonline.org/taxon/wfo-0000481843","","Pinaceae","1","1","wfo","","13",true,true
"13","Pinus resinosa Aiton","0.82222","729050","Pinus resinosa","1","species","Aiton","Torr.","0.1111","Torr.","Pinaceae","Pinus","Pinus","1","resinosa","resinosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000736807","","Y","Synonym","Pinus ponderosa","Pinus ponderosa","Douglas ex. C.Lawson","475738","species","https://www.worldfloraonline.org/taxon/wfo-0000481903","","Pinaceae","2","2","wfo","","13",false,false
"13","Pinus resinosa Aiton","0.8","475688","Pinus resinosa","1","species","Aiton","Roezl","0","Roezl","Pinaceae","Pinus","Pinus","1","resinosa","resinosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000481853","","Y","Synonym","Pinus hartwegii","Pinus hartwegii","Lindl.","475210","species","https://www.worldfloraonline.org/taxon/wfo-0000481375","","Pinaceae","3","3","wfo","[Ambiguous]","13",false,false
"13","Pinus resinosa Aiton","0.8","475689","Pinus resinosa","1","species","Aiton","Savi","0","Savi","Pinaceae","Pinus","Pinus","1","resinosa","resinosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000481854","","Y","Synonym","Pinus sylvestris","Pinus sylvestris","L.","475483","species","https://www.worldfloraonline.org/taxon/wfo-0000481648","","Pinaceae","4","4","wfo","[Ambiguous]","13",false,false
"14","Maianthemum canadense Desf.","1","683778","Maianthemum canadense","1","species","Desf.","Desf.","1","Desf.","Asparagaceae","Maianthemum","Maianthemum","1","canadense","canadense","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000691281","","Y","Accepted","Maianthemum canadense","Maianthemum canadense","Desf.","683778","species","https://www.worldfloraonline.org/taxon/wfo-0000691281","","Asparagaceae","1","1","wfo","","14",true,true
"15","Dennstaedtia punctilobula (Michx.) T. Moore","1","1092749","Dennstaedtia punctilobula","1","species","(Michx.) T. Moore","(Michx.) T.Moore","1","(Michx.) T.Moore","Dennstaedtiaceae","Dennstaedtia","Dennstaedtia","1","punctilobula","punctilobula","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107280","","Y","Accepted","Dennstaedtia punctilobula","Dennstaedtia punctilobula","(Michx.) T.Moore","1092749","species","https://www.worldfloraonline.org/taxon/wfo-0001107280","","Dennstaedtiaceae","1","1","wfo","","15",true,true
"16","Ilex mucronata (L.) Powell  Savolainen & Andrews","0.94572","1267313","Ilex mucronata","1","species","(L.) Powell Savolainen & Andrews","(L.) M.Powell, Savol. & S.Andrews","0.7286","(L.) M.Powell, Savol. & S.Andrews","Aquifoliaceae","Ilex","Ilex","1","mucronata","mucronata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001284515","","Y","Accepted","Ilex mucronata","Ilex mucronata","(L.) M.Powell, Savol. & S.Andrews","1267313","species","https://www.worldfloraonline.org/taxon/wfo-0001284515","","Aquifoliaceae","1","1","wfo","","16",true,true
"17","Fagus grandifolia Ehrh.","1","957813","Fagus grandifolia","1","species","Ehrh.","Ehrh.","1","Ehrh.","Fagaceae","Fagus","Fagus","1","grandifolia","grandifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000966434","","Y","Accepted","Fagus grandifolia","Fagus grandifolia","Ehrh.","957813","species","https://www.worldfloraonline.org/taxon/wfo-0000966434","","Fagaceae","1","1","wfo","","17",true,true
"18","Clintonia borealis (Aiton) Raf.","1","755731","Clintonia borealis","1","species","(Aiton) Raf.","(Aiton) Raf.","1","(Aiton) Raf.","Liliaceae","Clintonia","Clintonia","1","borealis","borealis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000763732","","Y","Accepted","Clintonia borealis","Clintonia borealis","(Aiton) Raf.","755731","species","https://www.worldfloraonline.org/taxon/wfo-0000763732","","Liliaceae","1","1","wfo","","18",true,true
"19","Pinus strobus L.","1","475365","Pinus strobus","1","species","L.","L.","1","L.","Pinaceae","Pinus","Pinus","1","strobus","strobus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000481530","","Y","Accepted","Pinus strobus","Pinus strobus","L.","475365","species","https://www.worldfloraonline.org/taxon/wfo-0000481530","","Pinaceae","1","1","wfo","","19",true,true
"19","Pinus strobus L.","0.8","475366","Pinus strobus","1","species","L.","Thunb.","0","Thunb.","Pinaceae","Pinus","Pinus","1","strobus","strobus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000481531","","Y","Synonym","Pinus koraiensis","Pinus koraiensis","Siebold & Zucc.","474918","species","https://www.worldfloraonline.org/taxon/wfo-0000481082","","Pinaceae","2","2","wfo","","19",false,false
"20","Viburnum acerifolium L.","1","1273298","Viburnum acerifolium","1","species","L.","L.","1","L.","Viburnaceae","Viburnum","Viburnum","1","acerifolium","acerifolium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001290749","","Y","Accepted","Viburnum acerifolium","Viburnum acerifolium","L.","1273298","species","https://www.worldfloraonline.org/taxon/wfo-0001290749","","Viburnaceae","1","1","wfo","","20",true,true
"21","Gaultheria procumbens L.","1","687813","Gaultheria procumbens","1","species","L.","L.","1","L.","Ericaceae","Gaultheria","Gaultheria","1","procumbens","procumbens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000695341","","Y","Accepted","Gaultheria procumbens","Gaultheria procumbens","L.","687813","species","https://www.worldfloraonline.org/taxon/wfo-0000695341","","Ericaceae","1","1","wfo","","21",true,true
"22","Nyssa sylvatica Marshall","1","247731","Nyssa sylvatica","1","species","Marshall","Marshall","1","Marshall","Nyssaceae","Nyssa","Nyssa","1","sylvatica","sylvatica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000252606","","Y","Accepted","Nyssa sylvatica","Nyssa sylvatica","Marshall","247731","species","https://www.worldfloraonline.org/taxon/wfo-0000252606","","Nyssaceae","1","1","wfo","","22",true,true
"23","Amelanchier laevis Wiegand","1","999792","Amelanchier laevis","1","species","Wiegand","Wiegand","1","Wiegand","Rosaceae","Amelanchier","Amelanchier","1","laevis","laevis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001009248","","Y","Accepted","Amelanchier laevis","Amelanchier laevis","Wiegand","999792","species","https://www.worldfloraonline.org/taxon/wfo-0001009248","","Rosaceae","1","1","wfo","","23",true,true
"23","Amelanchier laevis Wiegand","0.80722","1005176","Amelanchier laevis","1","species","Wiegand","Clapham, Tutin & E.F.Warb.","0.0361","Clapham, Tutin & E.F.Warb.","Rosaceae","Amelanchier","Amelanchier","1","laevis","laevis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001014992","","Y","Synonym","Amelanchier lamarckii","Amelanchier lamarckii","F.G.Schroed.","1002204","species","https://www.worldfloraonline.org/taxon/wfo-0001011843","","Rosaceae","2","2","wfo","","23",false,false
"24","Vaccinium corymbosum L.","1","417170","Vaccinium corymbosum","1","species","L.","L.","1","L.","Ericaceae","Vaccinium","Vaccinium","1","corymbosum","corymbosum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000422953","","Y","Accepted","Vaccinium corymbosum","Vaccinium corymbosum","L.","417170","species","https://www.worldfloraonline.org/taxon/wfo-0000422953","","Ericaceae","1","1","wfo","","24",true,true
"25","Lycopodium obscurum L.","1","1092815","Lycopodium obscurum","1","species","L.","L.","1","L.","Lycopodiaceae","Lycopodium","Lycopodium","1","obscurum","obscurum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107346","","Y","Accepted","Lycopodium obscurum","Lycopodium obscurum","L.","1092815","species","https://www.worldfloraonline.org/taxon/wfo-0001107346","","Lycopodiaceae","1","1","wfo","","25",true,true
"26","Kalmia latifolia L.","1","350998","Kalmia latifolia","1","species","L.","L.","1","L.","Ericaceae","Kalmia","Kalmia","1","latifolia","latifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000356132","","Y","Accepted","Kalmia latifolia","Kalmia latifolia","L.","350998","species","https://www.worldfloraonline.org/taxon/wfo-0000356132","","Ericaceae","1","1","wfo","","26",true,true
"27","Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray","1","1345511","Viburnum nudum var. cassinoides","1","variety","(L.) Torr. & A. Gray","(L.) Torr. & A.Gray","1","(L.) Torr. & A.Gray","Viburnaceae","Viburnum","Viburnum","1","nudum","nudum","1","","","","var.","cassinoides","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001378976","","Y","Synonym","Viburnum cassinoides","Viburnum cassinoides","L.","1273301","species","https://www.worldfloraonline.org/taxon/wfo-0001290752","","Viburnaceae","1","1","wfo","","27",true,true
"28","Monotropa uniflora L.","1","371073","Monotropa uniflora","1","species","L.","L.","1","L.","Ericaceae","Monotropa","Monotropa","1","uniflora","uniflora","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000376457","","Y","Accepted","Monotropa uniflora","Monotropa uniflora","L.","371073","species","https://www.worldfloraonline.org/taxon/wfo-0000376457","","Ericaceae","1","1","wfo","","28",true,true
"29","Dryopteris carthusiana (Vill.) H.P. Fuchs","1","1092767","Dryopteris carthusiana","1","species","(Vill.) H.P. Fuchs","(Vill.) H.P.Fuchs","1","(Vill.) H.P.Fuchs","Dryopteridaceae","Dryopteris","Dryopteris","1","carthusiana","carthusiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107298","","Y","Accepted","Dryopteris carthusiana","Dryopteris carthusiana","(Vill.) H.P.Fuchs","1092767","species","https://www.worldfloraonline.org/taxon/wfo-0001107298","","Dryopteridaceae","1","1","wfo","","29",true,true
"30","Hamamelis virginiana L.","1","1051842","Hamamelis virginiana","1","species","L.","L.","1","L.","Hamamelidaceae","Hamamelis","Hamamelis","1","virginiana","virginiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001065240","","Y","Accepted","Hamamelis virginiana","Hamamelis virginiana","L.","1051842","species","https://www.worldfloraonline.org/taxon/wfo-0001065240","","Hamamelidaceae","1","1","wfo","","30",true,true
"31","Carex swanii (Fernald) Mack.","1","346676","Carex swanii","1","species","(Fernald) Mack.","(Fernald) Mack.","1","(Fernald) Mack.","Cyperaceae","Carex","Carex","1","swanii","swanii","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000351791","","Y","Accepted","Carex swanii","Carex swanii","(Fernald) Mack.","346676","species","https://www.worldfloraonline.org/taxon/wfo-0000351791","","Cyperaceae","1","1","wfo","","31",true,true
"32","Corylus cornuta Marshall var. cornuta","1","1199239","Corylus cornuta var. cornuta","1","variety","","","","","Betulaceae","Corylus","Corylus","1","cornuta","cornuta","1","","","","var.","cornuta","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001214751","","Y","Synonym","Corylus cornuta","Corylus cornuta","Marshall","916888","species","https://www.worldfloraonline.org/taxon/wfo-0000925296","","Betulaceae","1","1","wfo","","32",true,true
"33","Carex sp.","0.9","1396841","Carex","1","genus","","","","L.","Cyperaceae","Carex","Carex","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000006709","","Y","Accepted","Carex","","L.","1396841","genus","https://www.worldfloraonline.org/taxon/wfo-4000006709","","Cyperaceae","1","1","wfo","","33",true,true
"34","Fraxinus americana L.","1","824011","Fraxinus americana","1","species","L.","L.","1","L.","Oleaceae","Fraxinus","Fraxinus","1","americana","americana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000832243","","Y","Accepted","Fraxinus americana","Fraxinus americana","L.","824011","species","https://www.worldfloraonline.org/taxon/wfo-0000832243","","Oleaceae","1","1","wfo","","34",true,true
"35","Rubus flagellaris Willd.","1","997430","Rubus flagellaris","1","species","Willd.","Willd.","1","Willd.","Rosaceae","Rubus","Rubus","1","flagellaris","flagellaris","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001006809","","Y","Accepted","Rubus flagellaris","Rubus flagellaris","Willd.","997430","species","https://www.worldfloraonline.org/taxon/wfo-0001006809","","Rosaceae","1","1","wfo","","35",true,true
"35","Rubus flagellaris Willd.","0.8294","991870","Rubus flagellaris","1","species","Willd.","Hook.","0.147","Hook.","Rosaceae","Rubus","Rubus","1","flagellaris","flagellaris","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001001038","","Y","No opinion","","","","","","","","","2","2","wfo","","35",false,false
"35","Rubus flagellaris Willd.","0.82268","983508","Rubus flagellaris","1","species","Willd.","Lefèvre & P.J.Müll.","0.1134","Lefèvre & P.J.Müll.","Rosaceae","Rubus","Rubus","1","flagellaris","flagellaris","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000992537","","Y","No opinion","","","","","","","","","3","3","wfo","","35",false,false
"35","Rubus flagellaris Willd.","0.8","991071","Rubus flagellaris","1","species","Willd.","Schrank","0","Schrank","Rosaceae","Rubus","Rubus","1","flagellaris","flagellaris","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001000225","","Y","No opinion","","","","","","","","","4","4","wfo","","35",false,false
"36","Quercus alba L.","1","284468","Quercus alba","1","species","L.","L.","1","L.","Fagaceae","Quercus","Quercus","1","alba","alba","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000289457","","Y","Accepted","Quercus alba","Quercus alba","L.","284468","species","https://www.worldfloraonline.org/taxon/wfo-0000289457","","Fagaceae","1","1","wfo","","36",true,true
"37","Lycopodium clavatum L.","1","1092810","Lycopodium clavatum","1","species","L.","L.","1","L.","Lycopodiaceae","Lycopodium","Lycopodium","1","clavatum","clavatum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107341","","Y","Accepted","Lycopodium clavatum","Lycopodium clavatum","L.","1092810","species","https://www.worldfloraonline.org/taxon/wfo-0001107341","","Lycopodiaceae","1","1","wfo","","37",true,true
"37","Lycopodium clavatum L.","0.8","1472515","Lycopodium clavatum","1","species","L.","Bory","0","Bory","Lycopodiaceae","Lycopodium","Lycopodium","1","clavatum","clavatum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-1200009872","","Y","No opinion","","","","","","","","","2","2","wfo","","37",false,false
